Date,High,Low,Open,Close,Volume,Adj Close
2001-01-01,17833.333984375,17833.333984375,17833.333984375,17833.333984375,0.0,15450.6845703125
2001-01-02,19966.666015625,16833.333984375,16833.333984375,19966.666015625,402000.0,17298.990234375
2001-01-03,21833.333984375,18700.0,19366.666015625,20666.666015625,929100.0,17905.462890625
2001-01-04,23133.333984375,22166.666015625,22500.0,23133.333984375,526200.0,20042.5703125
2001-01-05,25900.0,22533.333984375,22833.333984375,25400.0,681600.0,22006.392578125
2001-01-08,26766.666015625,24333.333984375,24666.666015625,25366.666015625,476700.0,21977.509765625
2001-01-09,26166.666015625,24833.333984375,25366.666015625,25500.0,646800.0,22093.03125
2001-01-10,27666.666015625,22833.333984375,25500.0,22933.333984375,1035000.0,19869.291015625
2001-01-11,25533.333984375,23333.333984375,25333.333984375,25500.0,714600.0,22093.03125
2001-01-12,28533.333984375,26700.0,27266.666015625,28533.333984375,642000.0,24721.095703125
2001-01-15,31933.333984375,30000.0,30000.0,31933.333984375,1010100.0,27666.833984375
2001-01-16,32666.666015625,29933.333984375,31500.0,31066.666015625,822600.0,26915.958984375
2001-01-17,31666.666015625,28333.333984375,30666.666015625,29833.333984375,540300.0,25847.40625
2001-01-18,30666.666015625,29000.0,29500.0,29833.333984375,315300.0,25847.40625
2001-01-19,31000.0,30200.0,30333.333984375,30666.666015625,315300.0,26569.400390625
2001-01-22,33500.0,31333.333984375,31666.666015625,33000.0,490200.0,28590.986328125
2001-01-23,33000.0,33000.0,33000.0,33000.0,0.0,28590.986328125
2001-01-24,33000.0,33000.0,33000.0,33000.0,0.0,28590.986328125
2001-01-25,33000.0,33000.0,33000.0,33000.0,0.0,28590.986328125
2001-01-26,33000.0,29666.666015625,32700.0,29833.333984375,521400.0,25847.40625
2001-01-29,30333.333984375,28366.666015625,28366.666015625,28666.666015625,437100.0,24836.609375
2001-01-30,29766.666015625,28400.0,29333.333984375,28500.0,410100.0,24692.21484375
2001-01-31,29900.0,27366.666015625,28000.0,29333.333984375,308400.0,25414.20703125
2001-02-01,32833.33203125,28866.666015625,29333.333984375,32033.333984375,692100.0,27753.470703125
2001-02-02,34500.0,32333.333984375,32333.333984375,33333.33203125,637200.0,28879.783203125
2001-02-05,32333.333984375,29933.333984375,31166.666015625,31166.666015625,192000.0,27002.595703125
2001-02-06,31433.333984375,30166.666015625,30200.0,31133.333984375,195900.0,26973.71875
2001-02-07,32266.666015625,30533.333984375,30966.666015625,30833.333984375,151200.0,26713.798828125
2001-02-08,32066.666015625,30833.333984375,30833.333984375,31466.666015625,161100.0,27262.513671875
2001-02-09,32533.333984375,31200.0,31666.666015625,32000.0,261300.0,27724.59375
2001-02-12,32800.0,31266.666015625,31600.0,32000.0,248700.0,27724.59375
2001-02-13,33266.66796875,32033.333984375,32666.666015625,32333.333984375,216000.0,28013.390625
2001-02-14,32366.666015625,31666.666015625,32366.666015625,32000.0,151500.0,27724.59375
2001-02-15,35833.33203125,32833.33203125,33000.0,35833.33203125,577200.0,31045.763671875
2001-02-16,39500.0,35666.66796875,36666.66796875,38833.33203125,607800.0,33644.94921875
2001-02-19,40000.0,37500.0,37833.33203125,38833.33203125,213600.0,33644.94921875
2001-02-20,39333.33203125,36000.0,38833.33203125,36666.66796875,218700.0,31767.76171875
2001-02-21,36333.33203125,34333.33203125,34333.33203125,35166.66796875,280500.0,30468.173828125
2001-02-22,35833.33203125,32033.333984375,33666.66796875,32666.666015625,330000.0,28302.189453125
2001-02-23,32600.0,31066.666015625,31700.0,31300.0,358200.0,27118.115234375
2001-02-26,35000.0,31433.333984375,31500.0,35000.0,282600.0,30323.7734375
2001-02-27,35833.33203125,30866.666015625,35666.66796875,33000.0,292800.0,28590.986328125
2001-02-28,32666.666015625,30033.333984375,30066.666015625,31700.0,144000.0,27464.669921875
2001-03-01,31700.0,31700.0,31700.0,31700.0,0.0,27464.669921875
2001-03-02,32100.0,28933.333984375,31733.333984375,29500.0,174600.0,25558.607421875
2001-03-05,29833.333984375,27533.333984375,28466.666015625,29333.333984375,332100.0,25414.20703125
2001-03-06,31533.333984375,29666.666015625,29666.666015625,29666.666015625,340800.0,25703.0078125
2001-03-07,32166.666015625,30700.0,30700.0,31500.0,367200.0,27291.390625
2001-03-08,32833.33203125,31566.666015625,31900.0,31700.0,241500.0,27464.669921875
2001-03-09,33666.66796875,30666.666015625,31033.333984375,31833.333984375,225300.0,27580.189453125
2001-03-12,32833.33203125,29633.333984375,30666.666015625,30333.333984375,201900.0,26280.6015625
2001-03-13,29666.666015625,27900.0,28333.333984375,28500.0,357300.0,24692.21484375
2001-03-14,28500.0,28500.0,28500.0,28500.0,0.0,24692.21484375
2001-03-15,30733.333984375,28833.333984375,28833.333984375,30200.0,180900.0,26165.083984375
2001-03-16,30866.666015625,30200.0,30333.333984375,30466.666015625,135300.0,26396.12109375
2001-03-19,30666.666015625,29533.333984375,30000.0,29833.333984375,111600.0,25847.40625
2001-03-20,30633.333984375,29166.666015625,30200.0,29633.333984375,160200.0,25674.12890625
2001-03-21,30933.333984375,28666.666015625,28666.666015625,30533.333984375,243000.0,26453.8828125
2001-03-22,31333.333984375,30166.666015625,30900.0,30300.0,152100.0,26251.724609375
2001-03-23,30900.0,30233.333984375,30500.0,30500.0,88800.0,26425.0
2001-03-26,32566.666015625,30766.666015625,31333.333984375,31833.333984375,186600.0,27580.189453125
