Date,High,Low,Open,Close,Volume,Adj Close
2001-01-01,2940.0,2940.0,2940.0,2940.0,0.0,2213.917724609375
2001-01-02,3290.0,2940.0,2940.0,3290.0,2260500.0,2477.47998046875
2001-01-03,3680.0,3260.0,3360.0,3680.0,7377000.0,2771.16259765625
2001-01-04,4120.0,4120.0,4120.0,4120.0,471000.0,3102.49755859375
2001-01-05,4610.0,4200.0,4370.0,4610.0,6448000.0,3471.484130859375
2001-01-08,5120.0,4380.0,4410.0,5000.0,8523500.0,3765.16748046875
2001-01-09,5600.0,4840.0,5020.0,5600.0,9290000.0,4216.9873046875
2001-01-10,6270.0,4930.0,5640.0,4930.0,11602000.0,3712.454345703125
2001-01-11,5520.0,4940.0,5170.0,5520.0,9621000.0,4156.74462890625
2001-01-12,6180.0,6020.0,6020.0,6180.0,2178500.0,4653.74560546875
2001-01-15,6920.0,6920.0,6920.0,6920.0,595000.0,5210.99072265625
2001-01-16,7750.0,6840.0,7000.0,7750.0,21247000.0,5836.00927734375
2001-01-17,8150.0,6900.0,7200.0,7620.0,21456500.0,5738.1142578125
2001-01-18,7780.0,6710.0,7580.0,6710.0,14526000.0,5052.85400390625
2001-01-19,7300.0,6050.0,6720.0,6420.0,17669000.0,4834.4736328125
2001-01-22,7190.0,6310.0,6420.0,7190.0,14609000.0,5414.310546875
2001-01-23,7190.0,7190.0,7190.0,7190.0,0.0,5414.310546875
2001-01-24,7190.0,7190.0,7190.0,7190.0,0.0,5414.310546875
2001-01-25,7190.0,7190.0,7190.0,7190.0,0.0,5414.310546875
2001-01-26,7700.0,6720.0,7300.0,6980.0,20972000.0,5256.17333984375
2001-01-29,7100.0,6300.0,6800.0,6370.0,8571500.0,4796.82275390625
2001-01-30,6700.0,5980.0,6460.0,6040.0,6030000.0,4548.322265625
2001-01-31,6760.0,5660.0,5910.0,6760.0,7850500.0,5090.505859375
2001-02-01,7570.0,6900.0,6920.0,6980.0,12918500.0,5256.17333984375
2001-02-02,7390.0,6700.0,7240.0,6880.0,11520000.0,5180.86962890625
2001-02-05,6700.0,6060.0,6690.0,6100.0,5457500.0,4593.50341796875
2001-02-06,6690.0,6080.0,6200.0,6690.0,9232500.0,5037.79345703125
2001-02-07,6780.0,6120.0,6440.0,6200.0,7000500.0,4668.8076171875
2001-02-08,6640.0,6290.0,6320.0,6410.0,5119000.0,4826.9443359375
2001-02-09,6480.0,6280.0,6390.0,6340.0,3114000.0,4774.2314453125
2001-02-12,6720.0,6100.0,6100.0,6460.0,5203500.0,4864.59619140625
2001-02-13,6800.0,6320.0,6660.0,6570.0,3437500.0,4947.4296875
2001-02-14,6700.0,6430.0,6500.0,6500.0,2522500.0,4894.71728515625
2001-02-15,7280.0,6570.0,6700.0,7280.0,8704500.0,5482.0830078125
2001-02-16,8050.0,7230.0,7500.0,7380.0,15492500.0,5557.38671875
2001-02-19,7690.0,7220.0,7320.0,7600.0,6608500.0,5723.05419921875
2001-02-20,7770.0,7110.0,7760.0,7300.0,5797000.0,5497.14404296875
2001-02-21,7180.0,6800.0,6920.0,6810.0,3500000.0,5128.15673828125
2001-02-22,6640.0,6140.0,6510.0,6360.0,4986000.0,4789.29248046875
2001-02-23,6740.0,6300.0,6300.0,6740.0,4799500.0,5075.4453125
2001-02-26,6960.0,6340.0,6900.0,6520.0,5550500.0,4909.77734375
