사고장소,사고 발생 횟수
서울특별시 동대문구 이문동 이문로,5
서울특별시 동대문구 이문동 이문로9길,2
서울특별시 동대문구 이문동 천장산로,1
서울특별시 동대문구 이문동 한천로,1
서울특별시 동대문구 이문동 한천로58길,1
서울특별시 동대문구 장안동 답십리로,3
서울특별시 동대문구 장안동 답십리로65길,1
서울특별시 동대문구 장안동 답십리로66길,2
서울특별시 동대문구 장안동 답십리로69길,2
서울특별시 동대문구 장안동 답십리로72길,1
서울특별시 동대문구 장안동 사가정로,7
서울특별시 동대문구 장안동 장안벚꽃로,4
서울특별시 동대문구 장안동 장한로,6
서울특별시 동대문구 장안동 장한로17길,2
서울특별시 동대문구 장안동 장한로18길,2
서울특별시 동대문구 장안동 장한로22길,1
서울특별시 동대문구 장안동 장한로25길,1
서울특별시 동대문구 장안동 장한로2길,1
서울특별시 동대문구 장안동 장한로5길,1
서울특별시 동대문구 장안동 천호대로,7
서울특별시 동대문구 장안동 천호대로77길,2
서울특별시 동대문구 장안동 한천로,5
서울특별시 동대문구 장안동 한천로14길,3
서울특별시 동대문구 전농동 답십리로,2
서울특별시 동대문구 전농동 사가정로,3
서울특별시 동대문구 전농동 서울시립대로,2
서울특별시 동대문구 전농동 왕산로,6
서울특별시 동대문구 제기동 경동시장로,13
서울특별시 동대문구 제기동 경동시장로2길,1
서울특별시 동대문구 제기동 고산자로,19
서울특별시 동대문구 제기동 고산자로56길,1
서울특별시 동대문구 제기동 안암로,1
서울특별시 동대문구 제기동 약령시로,2
서울특별시 동대문구 제기동 왕산로,5
서울특별시 동대문구 제기동 정릉천동로,1
서울특별시 동대문구 제기동 제기로,2
서울특별시 동대문구 청량리동 약령시로,2
서울특별시 동대문구 청량리동 왕산로,4
서울특별시 동대문구 청량리동 제기로,9
서울특별시 동대문구 청량리동 홍릉로,2
서울특별시 동대문구 청량리동 회기로,1
서울특별시 동대문구 회기동 이문로,3
서울특별시 동대문구 휘경동 망우로,10
서울특별시 동대문구 휘경동 망우로21길,1
서울특별시 동대문구 휘경동 왕산로,1
서울특별시 동대문구 휘경동 외대역동로,1
서울특별시 동대문구 휘경동 장안벚꽃로,2
서울특별시 동대문구 휘경동 한천로,1
서울특별시 동대문구 휘경동 휘경로,2
서울특별시 동작구 노량진동 노들로,1
서울특별시 동작구 노량진동 노량진로,5
서울특별시 동작구 노량진동 노량진로8길,2
서울특별시 동작구 노량진동 만양로,1
서울특별시 동작구 노량진동 양녕로,2
서울특별시 동작구 노량진동 올림픽대로,2
서울특별시 동작구 노량진동 장승배기로,5
서울특별시 동작구 대방동 국사봉길,1
서울특별시 동작구 대방동 대방동23길,1
서울특별시 동작구 대방동 대방동27길,2
서울특별시 동작구 대방동 대방동길,2
서울특별시 동작구 대방동 등용로,1
서울특별시 동작구 대방동 등용로14길,1
서울특별시 동작구 대방동 상도로,4
서울특별시 동작구 대방동 여의대방로,1
서울특별시 동작구 대방동 여의대방로24길,2
서울특별시 동작구 대방동 여의대방로36길,2
서울특별시 동작구 동작동 사당로23나길,1
서울특별시 동작구 본동 노량진로,1
서울특별시 동작구 본동 노량진로23가길,1
서울특별시 동작구 본동 매봉로,1
서울특별시 동작구 본동 양녕로,3
서울특별시 동작구 본동 올림픽대로,2
서울특별시 동작구 본동 현충로,1
서울특별시 동작구 사당동 남부순환로,1
서울특별시 동작구 사당동 동작대로,2
서울특별시 동작구 사당동 동작대로23길,1
서울특별시 동작구 사당동 동작대로29길,4
서울특별시 동작구 사당동 사당로,11
서울특별시 동작구 사당동 사당로16길,2
서울특별시 동작구 사당동 사당로17길,2
서울특별시 동작구 사당동 사당로23길,1
서울특별시 동작구 사당동 사당로23나길,2
서울특별시 동작구 사당동 솔밭로,1
서울특별시 동작구 상도1동 상도로,1
서울특별시 동작구 상도1동 양녕로,4
서울특별시 동작구 상도동 국사봉1길,1
서울특별시 동작구 상도동 국사봉길,1
서울특별시 동작구 상도동 등용로,1
서울특별시 동작구 상도동 만양로,2
서울특별시 동작구 상도동 사당로,1
서울특별시 동작구 상도동 상도로,9
서울특별시 동작구 상도동 상도로15길,1
서울특별시 동작구 상도동 상도로26길,1
서울특별시 동작구 상도동 상도로53길,1
서울특별시 동작구 상도동 성대로,5
서울특별시 동작구 상도동 성대로12길,2
서울특별시 동작구 상도동 성대로1길,1
서울특별시 동작구 상도동 성대로2길,4
서울특별시 동작구 상도동 양녕로,3
서울특별시 동작구 상도동 양녕로23길,2
서울특별시 동작구 상도동 양녕로26길,2
서울특별시 동작구 상도동 장승배기로,4
서울특별시 동작구 신대방동 대림로,1
서울특별시 동작구 신대방동 보라매로5가길,1
서울특별시 동작구 신대방동 보라매로5길,2
서울특별시 동작구 신대방동 시흥대로,6
서울특별시 동작구 신대방동 여의대방로,2
서울특별시 동작구 신대방동 여의대방로10길,1
서울특별시 동작구 신대방동 여의대방로22길,2
서울특별시 동작구 신대방동 여의대방로24길,1
서울특별시 동작구 흑석동 서달로,1
서울특별시 동작구 흑석동 올림픽대로,2
서울특별시 동작구 흑석동 현충로,2
서울특별시 마포구 공덕동 마포대로,2
서울특별시 마포구 공덕동 마포대로14길,1
서울특별시 마포구 공덕동 만리재로,2
서울특별시 마포구 공덕동 백범로,5
서울특별시 마포구 공덕동 백범로36길,1
서울특별시 마포구 노고산동 백범로,1
서울특별시 마포구 노고산동 신촌로,3
서울특별시 마포구 대흥동 대흥로,2
서울특별시 마포구 대흥동 대흥로20길,1
서울특별시 마포구 대흥동 독막로,1
서울특별시 마포구 대흥동 백범로,1
서울특별시 마포구 대흥동 숭문길,3
서울특별시 마포구 도화동 도화길,1
서울특별시 마포구 도화동 마포대로,4
서울특별시 마포구 도화동 삼개로,3
서울특별시 마포구 도화동 새창로8길,2
서울특별시 마포구 동교동 동교로,2
서울특별시 마포구 동교동 양화로,3
서울특별시 마포구 동교동 연희로,1
서울특별시 마포구 동교동 월드컵북로,1
서울특별시 마포구 마포동 강변북로,1
서울특별시 마포구 마포동 마포대로,2
서울특별시 마포구 마포동 토정로,1
서울특별시 마포구 망원동 강변북로,2
서울특별시 마포구 망원동 망원로,1
서울특별시 마포구 망원동 방울내로11길,1
서울특별시 마포구 망원동 성산로,3
서울특별시 마포구 망원동 연남로13길,1
서울특별시 마포구 망원동 월드컵로,6
서울특별시 마포구 망원동 월드컵로25길,3
서울특별시 마포구 망원동 포은로,1
서울특별시 마포구 상수동 독막로,1
서울특별시 마포구 상수동 와우산로,1
서울특별시 마포구 상암동 가양대로,2
서울특별시 마포구 상암동 마포나루길,1
서울특별시 마포구 상암동 매봉산로,1
서울특별시 마포구 상암동 상암산로,1
서울특별시 마포구 상암동 성암로,1
서울특별시 마포구 상암동 월드컵로,1
서울특별시 마포구 상암동 월드컵북로,1
서울특별시 마포구 상암동 월드컵북로60길,1
서울특별시 마포구 상암동 증산로,3
서울특별시 마포구 서교동 독막로,1
서울특별시 마포구 서교동 동교로,3
서울특별시 마포구 서교동 와우산로,1
서울특별시 마포구 서교동 와우산로17길,1
서울특별시 마포구 서교동 월드컵로10길,1
서울특별시 마포구 서교동 잔다리로,5
서울특별시 마포구 서교동 홍익로,1
서울특별시 마포구 성산동 모래내로7길,1
서울특별시 마포구 성산동 성미산로,2
서울특별시 마포구 성산동 성산로,1
서울특별시 마포구 성산동 성중길,1
서울특별시 마포구 성산동 월드컵로,6
서울특별시 마포구 성산동 월드컵로30길,1
서울특별시 마포구 성산동 월드컵로36길,2
서울특별시 마포구 성산동 월드컵북로,3
서울특별시 마포구 성산동 증산로,1
서울특별시 마포구 신공덕동 백범로,2
서울특별시 마포구 신수동 국회대로,1
서울특별시 마포구 신수동 독막로,2
서울특별시 마포구 신수동 독막로28길,1
서울특별시 마포구 신수동 백범로,3
서울특별시 마포구 신수동 서강로,1
서울특별시 마포구 신수동 토정로,1
서울특별시 마포구 신정동 국회대로,1
서울특별시 마포구 신정동 창전로,1
서울특별시 마포구 아현동 마포대로,3
서울특별시 마포구 아현동 마포대로21길,1
서울특별시 마포구 아현동 만리재로,2
서울특별시 마포구 아현동 손기정로,1
서울특별시 마포구 아현동 신촌로,1
서울특별시 마포구 연남동 동교로,1
서울특별시 마포구 연남동 성미산로,2
서울특별시 마포구 연남동 연남로,1
서울특별시 마포구 염리동 백범로,1
서울특별시 마포구 염리동 신촌로,1
서울특별시 마포구 용강동 대흥로,1
서울특별시 마포구 용강동 토정로,1
서울특별시 마포구 용강동 토정로31길,1
서울특별시 마포구 용강동 토정로37길,1
서울특별시 마포구 중동 모래내로9길,1
서울특별시 마포구 창전동 서강로,1
서울특별시 마포구 창전동 서강로9길,2
서울특별시 마포구 창전동 창전로,1
서울특별시 마포구 창전동 토정로,1
서울특별시 마포구 합정동 강변북로,1
서울특별시 마포구 합정동 독막로,1
서울특별시 마포구 합정동 독막로8길,1
서울특별시 마포구 합정동 양화로,5
서울특별시 마포구 합정동 포은로,1
서울특별시 서대문구 남가좌동 가재울미래로,2
서울특별시 서대문구 남가좌동 거북골로,3
서울특별시 서대문구 남가좌동 모래내로15길,2
서울특별시 서대문구 남가좌동 수색로,2
서울특별시 서대문구 남가좌동 증가로,2
서울특별시 서대문구 남가좌동 증가로12나길,1
서울특별시 서대문구 냉천동 통일로,2
서울특별시 서대문구 대신동 성산로,5
서울특별시 서대문구 대현동 신촌역로,4
서울특별시 서대문구 미근동 통일로,4
서울특별시 서대문구 북가좌동 거북골로,1
서울특별시 서대문구 북가좌동 불광천길,2
서울특별시 서대문구 북가좌동 수색로,4
서울특별시 서대문구 북가좌동 수색로6길,1
서울특별시 서대문구 북가좌동 응암로,6
서울특별시 서대문구 북가좌동 응암로1길,1
서울특별시 서대문구 북가좌동 증가로,2
서울특별시 서대문구 북가좌동 증가로20가길,1
서울특별시 서대문구 북아현동 북아현로,8
서울특별시 서대문구 북아현동 서소문로,1
서울특별시 서대문구 북아현동 신촌로29길,1
서울특별시 서대문구 신촌동 성산로,4
서울특별시 서대문구 신촌동 성산로24길,1
서울특별시 서대문구 연희동 가좌로,1
서울특별시 서대문구 연희동 모래내로,2
서울특별시 서대문구 연희동 성산로,5
서울특별시 서대문구 연희동 수색로,1
서울특별시 서대문구 연희동 연희로,5
서울특별시 서대문구 연희동 연희로11길,1
서울특별시 서대문구 연희동 연희맛로,1
서울특별시 서대문구 연희동 증가로,2
서울특별시 서대문구 연희동 홍제천로,1
서울특별시 서대문구 영천동 독립문로,1
서울특별시 서대문구 영천동 성산로,1
서울특별시 서대문구 영천동 통일로,2
서울특별시 서대문구 창천동 성산로,2
서울특별시 서대문구 창천동 신촌로,1
서울특별시 서대문구 창천동 연세로,1
서울특별시 서대문구 창천동 연세로5길,2
서울특별시 서대문구 충정로2가 충정로,1
서울특별시 서대문구 충정로2가 통일로,1
서울특별시 서대문구 충정로3가 서소문로,3
서울특별시 서대문구 충정로3가 충정로,1
서울특별시 서대문구 합동 서소문로,1
서울특별시 서대문구 현저동 통일로,5
서울특별시 서대문구 홍은동 가좌로,8
서울특별시 서대문구 홍은동 모래내로,2
서울특별시 서대문구 홍은동 세검정로,2
서울특별시 서대문구 홍은동 세검정로1길,2
서울특별시 서대문구 홍은동 연희로,3
서울특별시 서대문구 홍은동 연희로41길,4
서울특별시 서대문구 홍은동 통일로,3
서울특별시 서대문구 홍은동 홍은중앙로,4
서울특별시 서대문구 홍은동 홍지문길,1
서울특별시 서대문구 홍제동 모래내로,1
서울특별시 서대문구 홍제동 세검정로,5
서울특별시 서대문구 홍제동 세검정로4길,1
서울특별시 서대문구 홍제동 인왕시장길,2
서울특별시 서대문구 홍제동 통일로,9
서울특별시 서대문구 홍제동 홍제내길,1
서울특별시 서초구 내곡동 언주로,1
서울특별시 서초구 내곡동 헌릉로,2
서울특별시 서초구 반포동 고무래로,1
서울특별시 서초구 반포동 동작대로,3
서울특별시 서초구 반포동 반포대로,7
서울특별시 서초구 반포동 사평대로,15
서울특별시 서초구 반포동 서래로,1
서울특별시 서초구 반포동 신반포로,4
서울특별시 서초구 반포동 신반포로15길,2
서울특별시 서초구 반포동 신반포로19길,1
서울특별시 서초구 반포동 올림픽대로,1
서울특별시 서초구 반포동 잠원로,4
서울특별시 서초구 반포동 주흥길,3
서울특별시 서초구 방배동 과천대로,2
서울특별시 서초구 방배동 남부순환로,6
서울특별시 서초구 방배동 도구로,1
서울특별시 서초구 방배동 동광로,4
서울특별시 서초구 방배동 동작대로,4
서울특별시 서초구 방배동 방배로,5
서울특별시 서초구 방배동 방배로37길,1
서울특별시 서초구 방배동 방배중앙로,1
서울특별시 서초구 방배동 방배천로,4
서울특별시 서초구 방배동 사평대로,1
서울특별시 서초구 방배동 효령로,1
서울특별시 서초구 방배동 효령로4길,1
서울특별시 서초구 서초동 강남대로,1
서울특별시 서초구 서초동 경부고속도로,3
서울특별시 서초구 서초동 남부순환로,3
서울특별시 서초구 서초동 남부순환로331길,1
서울특별시 서초구 서초동 남부순환로339길,1
서울특별시 서초구 서초동 명달로,2
서울특별시 서초구 서초동 반포대로,3
서울특별시 서초구 서초동 반포대로27길,1
서울특별시 서초구 서초동 사임당로,3
서울특별시 서초구 서초동 사임당로20길,1
서울특별시 서초구 서초동 사평대로,3
서울특별시 서초구 서초동 사평대로56길,3
서울특별시 서초구 서초동 서운로,4
서울특별시 서초구 서초동 서운로26길,1
서울특별시 서초구 서초동 서초대로,12
서울특별시 서초구 서초동 서초대로38길,1
서울특별시 서초구 서초동 서초대로40길,1
서울특별시 서초구 서초동 서초대로64길,2
서울특별시 서초구 서초동 서초대로77길,1
서울특별시 서초구 서초동 서초중앙로,6
서울특별시 서초구 서초동 효령로,5
서울특별시 서초구 서초동 효령로55길,1
서울특별시 서초구 서초동 효령로68길,1
서울특별시 서초구 신원동 청계산로,1
서울특별시 서초구 신원동 청계산로9길,1
서울특별시 서초구 양재동 강남대로,5
서울특별시 서초구 양재동 경부고속도로,3
서울특별시 서초구 양재동 남부순환로,1
서울특별시 서초구 양재동 논현로,1
서울특별시 서초구 양재동 동산로,1
서울특별시 서초구 양재동 동산로19길,1
서울특별시 서초구 양재동 마방로,2
서울특별시 서초구 양재동 매헌로,3
서울특별시 서초구 양재동 바우뫼로,2
서울특별시 서초구 양재동 바우뫼로12길,1
서울특별시 서초구 양재동 양재대로,7
서울특별시 서초구 양재동 헌릉로,2
서울특별시 서초구 우면동 양재대로,1
서울특별시 서초구 우면동 잠원로,1
서울특별시 서초구 우면동 중앙로,2
서울특별시 서초구 원지동 경부고속도로,2
서울특별시 서초구 원지동 양재대로,1
서울특별시 서초구 잠원동 강남대로,2
서울특별시 서초구 잠원동 바우뫼로,1
서울특별시 서초구 잠원동 반포대로,2
서울특별시 서초구 잠원동 신반포로,5
서울특별시 서초구 잠원동 신반포로23길,2
서울특별시 서초구 잠원동 신반포로33길,1
서울특별시 서초구 잠원동 신반포로47길,1
서울특별시 서초구 잠원동 올림픽대로,3
서울특별시 서초구 잠원동 잠원로,6
서울특별시 서초구 잠원동 잠원로4길,1
서울특별시 성동구 금호동1가 행당로,1
서울특별시 성동구 금호동2가 금호로,1
서울특별시 성동구 금호동2가 금호산길,1
서울특별시 성동구 금호동4가 강변북로,1
서울특별시 성동구 금호동4가 금호로,2
서울특별시 성동구 금호동4가 금호로3길,1
서울특별시 성동구 금호동4가 뚝섬로,1
서울특별시 성동구 금호동4가 장터길,3
서울특별시 성동구 도선동 고산자로,1
서울특별시 성동구 도선동 무학로,2
서울특별시 성동구 도선동 무학로6길,1
서울특별시 성동구 도선동 왕십리로,1
서울특별시 성동구 도선동 왕십리로24길,1
서울특별시 성동구 마장동 고산자로,2
서울특별시 성동구 마장동 마장로,2
서울특별시 성동구 마장동 살곶이길,2
서울특별시 성동구 사근동 살곶이길,1
서울특별시 성동구 사근동 왕십리로,1
서울특별시 성동구 상왕십리동 난계로,1
서울특별시 성동구 상왕십리동 마장로,2
서울특별시 성동구 상왕십리동 마장로19길,3
서울특별시 성동구 성수동1가 강변북로,3
서울특별시 성동구 성수동1가 고산자로,6
서울특별시 성동구 성수동1가 광나루로,3
서울특별시 성동구 성수동1가 동부간선로,5
서울특별시 성동구 성수동1가 뚝섬로,1
서울특별시 성동구 성수동1가 뚝섬로1길,1
서울특별시 성동구 성수동1가 뚝섬로5길,1
서울특별시 성동구 성수동1가 서울숲길,1
서울특별시 성동구 성수동1가 성수일로,1
서울특별시 성동구 성수동1가 언주로,2
서울특별시 성동구 성수동1가 왕십리로,4
서울특별시 성동구 성수동2가 광나루로,1
서울특별시 성동구 성수동2가 뚝섬로,1
서울특별시 성동구 성수동2가 뚝섬로17길,1
서울특별시 성동구 성수동2가 성수이로,3
서울특별시 성동구 성수동2가 성수이로7길,1
서울특별시 성동구 성수동2가 성수일로,1
서울특별시 성동구 성수동2가 성수일로12길,1
서울특별시 성동구 성수동2가 성수일로8길,2
서울특별시 성동구 성수동2가 아차산로,1
서울특별시 성동구 성수동2가 아차산로7길,1
서울특별시 성동구 송정동 천호대로,1
서울특별시 성동구 옥수동 독서당로,2
서울특별시 성동구 옥수동 동호로,1
서울특별시 성동구 옥수동 뚝섬로,2
서울특별시 성동구 옥수동 매봉길,1
서울특별시 성동구 용답동 마장로,1
서울특별시 성동구 용답동 자동차시장3길,2
서울특별시 성동구 용답동 천호대로,3
서울특별시 성동구 응봉동 독서당로,3
서울특별시 성동구 하왕십리동 난계로,1
서울특별시 성동구 하왕십리동 마장로,1
서울특별시 성동구 하왕십리동 무학로,2
서울특별시 성동구 하왕십리동 무학봉길,1
서울특별시 성동구 하왕십리동 왕십리로,2
서울특별시 성동구 행당동 고산자로,5
서울특별시 성동구 행당동 고산자로10길,1
서울특별시 성동구 행당동 고산자로4길,1
서울특별시 성동구 행당동 마조로,1
서울특별시 성동구 행당동 사근동길,2
서울특별시 성동구 행당동 왕십리광장로,1
서울특별시 성동구 행당동 왕십리로,2
서울특별시 성동구 홍익동 무학로,1
서울특별시 성북구 길음동 길음로13길,1
서울특별시 성북구 길음동 길음로7길,1
서울특별시 성북구 길음동 동소문로,5
서울특별시 성북구 길음동 삼양로,1
서울특별시 성북구 길음동 삼양로13길,2
서울특별시 성북구 길음동 서경로6길,1
서울특별시 성북구 길음동 숭인로,1
서울특별시 성북구 길음동 정릉로,1
서울특별시 성북구 돈암동 동소문로,4
서울특별시 성북구 돈암동 북악산로,1
서울특별시 성북구 돈암동 아리랑로,2
서울특별시 성북구 돈암동 정릉로,4
서울특별시 성북구 돈암동 정릉로48길,1
서울특별시 성북구 동선동2가 고려대로7길,2
서울특별시 성북구 동선동2가 보문로30길,1
서울특별시 성북구 동선동4가 동소문로,1
서울특별시 성북구 동선동4가 동소문로26다길,1
서울특별시 성북구 동선동4가 아리랑로,2
서울특별시 성북구 동선동4가 아리랑로4길,1
서울특별시 성북구 동소문동1가 동소문로,1
서울특별시 성북구 동소문동1가 성북로2길,1
서울특별시 성북구 동소문동3가 동소문로,2
서울특별시 성북구 동소문동3가 보문로,1
서울특별시 성북구 동소문동5가 동소문로,2
서울특별시 성북구 동소문동5가 보문로40길,1
서울특별시 성북구 동소문동7가 아리랑로5길,2
서울특별시 성북구 보문동1가 보문로30길,1
서울특별시 성북구 보문동4가 보문로,1
서울특별시 성북구 보문동5가 지봉로20길,1
서울특별시 성북구 보문동6가 보문사길,1
서울특별시 성북구 보문동7가 보문로,1
서울특별시 성북구 보문동7가 안암로5길,1
서울특별시 성북구 삼선동1가 삼선교로,1
서울특별시 성북구 삼선동2가 삼선교로16길,1
서울특별시 성북구 삼선동3가 보문로29다길,1
서울특별시 성북구 삼선동5가 고려대로5길,1
서울특별시 성북구 삼선동5가 보문로,2
서울특별시 성북구 삼선동5가 삼선교로,1
서울특별시 성북구 상월곡동 장월로,3
서울특별시 성북구 상월곡동 장월로1길,1
서울특별시 성북구 상월곡동 화랑로,2
서울특별시 성북구 석관동 돌곶이로,4
서울특별시 성북구 석관동 한천로,4
서울특별시 성북구 석관동 한천로58길,1
서울특별시 성북구 석관동 한천로66길,2
서울특별시 성북구 석관동 한천로76길,3
서울특별시 성북구 석관동 화랑로,3
서울특별시 성북구 성북동 성북로,5
서울특별시 성북구 성북동 성북로23길,1
서울특별시 성북구 성북동1가 성북로,1
서울특별시 성북구 안암동1가 보문로30가길,1
서울특별시 성북구 안암동3가 고려대로14길,1
서울특별시 성북구 안암동4가 안암로,1
서울특별시 성북구 안암동4가 안암로5길,1
서울특별시 성북구 안암동5가 고려대로,3
서울특별시 성북구 안암동5가 고려대로14길,1
서울특별시 성북구 안암동5가 고려대로24길,2
서울특별시 성북구 안암동5가 안암로,3
서울특별시 성북구 장위동 돌곶이로,1
서울특별시 성북구 장위동 돌곶이로27길,2
서울특별시 성북구 장위동 월계로,1
서울특별시 성북구 장위동 장월로,7
서울특별시 성북구 장위동 장위로,2
서울특별시 성북구 장위동 장위로15길,1
서울특별시 성북구 장위동 한천로,3
서울특별시 성북구 장위동 화랑로,6
서울특별시 성북구 장위동 화랑로19길,1
서울특별시 성북구 장위동 화랑로25길,4
서울특별시 성북구 정릉동 동소문로,1
서울특별시 성북구 정릉동 보국문로,6
서울특별시 성북구 정릉동 보국문로11길,3
서울특별시 성북구 정릉동 보국문로16길,2
서울특별시 성북구 정릉동 북악산로,3
서울특별시 성북구 정릉동 서경로,1
서울특별시 성북구 정릉동 솔샘로,4
서울특별시 성북구 정릉동 솔샘로11길,1
서울특별시 성북구 정릉동 솔샘로25길,1
서울특별시 성북구 정릉동 아리랑로,1
서울특별시 성북구 정릉동 정릉로,5
서울특별시 성북구 정릉동 정릉로10길,1
서울특별시 성북구 정릉동 정릉로24길,1
서울특별시 성북구 정릉동 정릉로26길,1
서울특별시 성북구 종암동 월곡로,3
서울특별시 성북구 종암동 종암로,11
서울특별시 성북구 종암동 종암로30길,1
서울특별시 성북구 종암동 종암로3길,1
서울특별시 성북구 종암동 회기로,3
서울특별시 성북구 하월곡동 동소문로44길,1
서울특별시 성북구 하월곡동 삼양로,2
서울특별시 성북구 하월곡동 오패산로,4
서울특별시 성북구 하월곡동 오패산로3길,1
서울특별시 성북구 하월곡동 월계로,1
서울특별시 성북구 하월곡동 월곡로,1
서울특별시 성북구 하월곡동 장월로1길,1
서울특별시 성북구 하월곡동 정릉로,4
서울특별시 성북구 하월곡동 종암로,4
서울특별시 성북구 하월곡동 화랑로,6
서울특별시 성북구 하월곡동 화랑로11길,1
서울특별시 성북구 하월곡동 화랑로13길,3
서울특별시 성북구 하월곡동 화랑로14길,1
서울특별시 성북구 하월곡동 화랑로5길,1
서울특별시 송파구 가락동 동남로,2
서울특별시 송파구 가락동 동남로14길,1
서울특별시 송파구 가락동 동남로18길,2
서울특별시 송파구 가락동 문정로,2
서울특별시 송파구 가락동 삼학사로2길,1
서울특별시 송파구 가락동 송이로,2
서울특별시 송파구 가락동 송파대로,6
서울특별시 송파구 가락동 송파대로28길,2
서울특별시 송파구 가락동 양재대로,10
서울특별시 송파구 가락동 양재대로60길,1
서울특별시 송파구 가락동 오금로,1
서울특별시 송파구 가락동 오금로35길,1
서울특별시 송파구 가락동 오금로46길,1
서울특별시 송파구 가락동 중대로,10
서울특별시 송파구 가락동 중대로1길,1
서울특별시 송파구 가락동 중대로2길,1
서울특별시 송파구 가락동 중대로9길,1
서울특별시 송파구 거여동 거마로,4
서울특별시 송파구 거여동 마천로,2
서울특별시 송파구 거여동 수도권제1순환고속도로,1
서울특별시 송파구 거여동 양산로,1
서울특별시 송파구 거여동 양산로4길,1
서울특별시 송파구 거여동 오금로,1
서울특별시 송파구 마천동 마천로,3
서울특별시 송파구 마천동 마천로61길,1
서울특별시 송파구 마천동 성내천로,1
서울특별시 송파구 마천동 성내천로23길,1
서울특별시 송파구 마천동 성내천로37길,3
서울특별시 송파구 문정동 동남로12길,1
서울특별시 송파구 문정동 동남로4길,1
서울특별시 송파구 문정동 문정로,2
서울특별시 송파구 문정동 문정로4길,1
서울특별시 송파구 문정동 문정로5길,1
서울특별시 송파구 문정동 법원로12길,1
서울특별시 송파구 문정동 새말로,4
서울특별시 송파구 문정동 송이로,1
서울특별시 송파구 문정동 송파대로,6
서울특별시 송파구 문정동 자곡로,1
서울특별시 송파구 문정동 중대로,5
서울특별시 송파구 문정동 중대로8길,1
서울특별시 송파구 방이동 강동대로,2
서울특별시 송파구 방이동 동남로,1
서울특별시 송파구 방이동 백제고분로,4
서울특별시 송파구 방이동 백제고분로48길,1
서울특별시 송파구 방이동 백제고분로50길,4
서울특별시 송파구 방이동 양재대로,3
서울특별시 송파구 방이동 양재대로72길,1
서울특별시 송파구 방이동 오금로,1
서울특별시 송파구 방이동 오금로11길,2
서울특별시 송파구 방이동 오금로27길,1
서울특별시 송파구 방이동 올림픽로,1
서울특별시 송파구 방이동 올림픽로37길,1
서울특별시 송파구 방이동 위례성대로,8
서울특별시 송파구 삼전동 백제고분로,5
서울특별시 송파구 삼전동 백제고분로27길,1
서울특별시 송파구 삼전동 백제고분로31길,1
서울특별시 송파구 삼전동 백제고분로32길,1
서울특별시 송파구 삼전동 삼전로,3
서울특별시 송파구 삼전동 삼전로2길,1
서울특별시 송파구 삼전동 삼학사로,2
서울특별시 송파구 석촌동 가락로,5
서울특별시 송파구 석촌동 가락로11길,1
서울특별시 송파구 석촌동 백제고분로,2
서울특별시 송파구 석촌동 백제고분로39길,1
서울특별시 송파구 석촌동 석촌호수로,3
서울특별시 송파구 석촌동 송파대로,2
서울특별시 송파구 송파동 가락로,4
서울특별시 송파구 송파동 백제고분로,3
서울특별시 송파구 송파동 백제고분로42길,1
서울특별시 송파구 송파동 석촌호수로,1
서울특별시 송파구 송파동 송이로,1
서울특별시 송파구 송파동 송파대로,4
서울특별시 송파구 송파동 양재대로,2
서울특별시 송파구 송파동 오금로,4
서울특별시 송파구 송파동 오금로18길,1
서울특별시 송파구 송파동 위례중앙로,1
서울특별시 송파구 신천동 송파대로,4
서울특별시 송파구 신천동 오금로,2
서울특별시 송파구 신천동 올림픽로,6
서울특별시 송파구 신천동 올림픽로35길,3
서울특별시 송파구 신천동 올림픽로35나길,1
서울특별시 송파구 오금동 동남로,7
서울특별시 송파구 오금동 마천로,2
서울특별시 송파구 오금동 양재대로,1
서울특별시 송파구 오금동 오금로,2
서울특별시 송파구 오금동 오금로35길,1
서울특별시 송파구 오금동 위례성대로,1
서울특별시 송파구 오금동 중대로,2
서울특별시 송파구 잠실동 백제고분로,4
서울특별시 송파구 잠실동 백제고분로7길,3
서울특별시 송파구 잠실동 백제고분로9길,1
서울특별시 송파구 잠실동 삼전로,3
서울특별시 송파구 잠실동 석촌호수로,3
서울특별시 송파구 잠실동 송파대로,2
서울특별시 송파구 잠실동 올림픽대로,2
서울특별시 송파구 잠실동 올림픽로,7
서울특별시 송파구 잠실동 올림픽로12길,4
서울특별시 송파구 잠실동 올림픽로4길,1
서울특별시 송파구 잠실동 잠실로,4
서울특별시 송파구 잠실동 탄천동로,2
서울특별시 송파구 잠실동 한가람로,3
서울특별시 송파구 장지동 성남대로,2
서울특별시 송파구 장지동 송파대로,2
서울특별시 송파구 장지동 수도권제1순환고속도로,1
서울특별시 송파구 장지동 위례광장로2길,1
서울특별시 송파구 장지동 위례서로,1
서울특별시 송파구 장지동 위례순환로,1
서울특별시 송파구 장지동 위례중앙로,1
서울특별시 송파구 장지동 유통단지길,1
서울특별시 송파구 장지동 충민로,1
서울특별시 송파구 장지동 충민로2길,2
서울특별시 송파구 풍납동 강동대로,2
서울특별시 송파구 풍납동 올림픽로,3
서울특별시 송파구 풍납동 토성로,1
서울특별시 송파구 풍납동 풍성로,2
서울특별시 송파구 풍납동 풍성로25길,1
서울특별시 송파구 풍납동 풍성로26길,1
서울특별시 송파구 풍납동 한가람로,4
서울특별시 양천구 목동 공항대로,1
서울특별시 양천구 목동 국회대로,1
