,사고번호,사고일시,요일,시군구,도로명,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
0,2020000000000000.0,2019년 11월 23일 12시,토요일,서울특별시 강남구 개포동,개포로22길,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,남,90세 이상,중상
1,2020000000000000.0,2019년 2월 14일 18시,목요일,서울특별시 강남구 논현동,강남대로,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,87세,경상
2,2020000000000000.0,2019년 12월 24일 18시,화요일,서울특별시 강남구 논현동,학동로20길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,보행자,여,85세,경상
3,2020000000000000.0,2019년 6월 19일 16시,수요일,서울특별시 강남구 개포동,개포로,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,교차로 - 교차로횡단보도내,이륜,남,78세,상해없음,보행자,남,84세,중상
4,2020000000000000.0,2019년 12월 17일 08시,화요일,서울특별시 강남구 청담동,선릉로132길,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,84세,경상
5,2020000000000000.0,2019년 5월 21일 11시,화요일,서울특별시 강남구 삼성동,봉은사로,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,여,79세,상해없음,보행자,남,84세,경상
6,2020000000000000.0,2019년 3월 31일 13시,일요일,서울특별시 강남구 개포동,양재대로,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,59세,상해없음,보행자,여,82세,중상
7,2020000000000000.0,2019년 5월 8일 19시,수요일,서울특별시 강남구 수서동,분당수서로,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,82세,경상
8,2020000000000000.0,2019년 8월 7일 12시,수요일,서울특별시 강남구 역삼동,봉은사로2길,사망사고,1,0,0,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,건설기계,남,50세,상해없음,보행자,남,81세,사망
9,2020000000000000.0,2019년 10월 30일 16시,수요일,서울특별시 강남구 수서동,광평로,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,19세,상해없음,보행자,여,81세,중상
10,2020000000000000.0,2019년 3월 4일 16시,월요일,서울특별시 강남구 역삼동,선릉로93길,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,80세,중상
11,2020000000000000.0,2019년 11월 30일 06시,토요일,서울특별시 강남구 논현동,봉은사로,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,승용,남,80세,중상
12,2020000000000000.0,2019년 9월 11일 15시,수요일,서울특별시 강남구 논현동,논현로145길,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,57세,경상,승용,남,80세,상해없음
13,2020000000000000.0,2019년 7월 19일 10시,금요일,서울특별시 강남구 압구정동,압구정로,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,원동기,남,16세,상해없음,보행자,여,80세,경상
14,2020000000000000.0,2019년 5월 22일 10시,수요일,서울특별시 강남구 수서동,밤고개로1길,중상사고,0,1,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,여,59세,상해없음,보행자,여,80세,부상신고
15,2020000000000000.0,2019년 12월 31일 05시,화요일,서울특별시 강남구 수서동,광평로39길,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,48세,상해없음,보행자,남,80세,사망
16,2020000000000000.0,2019년 1월 7일 18시,월요일,서울특별시 강남구 역삼동,강남대로,경상사고,0,0,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,50세,상해없음,승용,남,79세,경상
17,2020000000000000.0,2019년 6월 17일 15시,월요일,서울특별시 강남구 일원동,개포로,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,39세,상해없음,보행자,남,79세,경상
18,2020000000000000.0,2019년 5월 11일 14시,토요일,서울특별시 강남구 도곡동,도곡로,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,이륜,남,79세,중상
19,2020000000000000.0,2019년 1월 27일 10시,일요일,서울특별시 강남구 대치동,역삼로,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,여,78세,경상
20,2020000000000000.0,2019년 11월 12일 22시,화요일,서울특별시 강남구 대치동,삼전로,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,78세,경상
21,2020000000000000.0,2019년 9월 26일 06시,목요일,서울특별시 강남구 논현동,봉은사로,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,34세,상해없음,승용,남,78세,중상
22,2020000000000000.0,2019년 11월 24일 08시,일요일,서울특별시 강남구 압구정동,강남대로,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,기타불명,승용,여,78세,경상
23,2020000000000000.0,2019년 11월 20일 12시,수요일,서울특별시 강남구 대치동,선릉로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,개인형이동수단(PM),남,77세,경상
24,2020000000000000.0,2019년 9월 26일 13시,목요일,서울특별시 강남구 대치동,선릉로86길,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,45세,상해없음,보행자,여,77세,중상
25,2020000000000000.0,2019년 2월 25일 18시,월요일,서울특별시 강남구 압구정동,논현로190길,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,여,77세,중상
26,2020000000000000.0,2019년 8월 9일 12시,금요일,서울특별시 강남구 일원동,일원로,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,77세,중상
27,2020000000000000.0,2019년 1월 27일 15시,일요일,서울특별시 강남구 개포동,언주로,경상사고,0,0,1,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,77세,상해없음,화물,남,76세,부상신고
28,2020000000000000.0,2019년 11월 11일 18시,월요일,서울특별시 강남구 청담동,도산대로,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 기타,승용,남,72세,상해없음,보행자,여,76세,경상
29,2020000000000000.0,2019년 7월 18일 05시,목요일,서울특별시 강남구 삼성동,테헤란로69길,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,화물,남,40세,상해없음,보행자,여,76세,중상
30,2020000000000000.0,2019년 10월 4일 13시,금요일,서울특별시 강남구 삼성동,봉은사로,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,76세,경상
31,2020000000000000.0,2019년 11월 28일 19시,목요일,서울특별시 강남구 대치동,남부순환로,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,58세,상해없음,보행자,남,76세,경상
32,2020000000000000.0,2019년 3월 25일 05시,월요일,서울특별시 강남구 신사동,압구정로,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,남,76세,경상
33,2020000000000000.0,2019년 2월 11일 17시,월요일,서울특별시 강남구 논현동,봉은사로,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,76세,경상
34,2020000000000000.0,2019년 5월 3일 08시,금요일,서울특별시 강남구 논현동,언주로126길,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,자전거,남,76세,중상
35,2020000000000000.0,2019년 3월 27일 15시,수요일,서울특별시 강남구 압구정동,압구정로,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,36세,상해없음,보행자,여,76세,사망
36,2020000000000000.0,2019년 2월 2일 16시,토요일,서울특별시 강남구 수서동,밤고개로,중상사고,0,1,0,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,36세,상해없음,보행자,여,76세,중상
37,2020000000000000.0,2019년 11월 12일 17시,화요일,서울특별시 강남구 도곡동,남부순환로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승합,남,76세,경상
38,2020000000000000.0,2019년 4월 8일 05시,월요일,서울특별시 강남구 역삼동,서초대로,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승용,남,75세,중상
39,2020000000000000.0,2019년 2월 17일 00시,일요일,서울특별시 강남구 역삼동,선릉로,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,이륜,남,75세,중상
40,2020000000000000.0,2019년 2월 5일 01시,화요일,서울특별시 강남구 청담동,선릉로,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,75세,중상
41,2020000000000000.0,2019년 11월 16일 06시,토요일,서울특별시 강남구 청담동,영동대로,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,승용,여,75세,경상
42,2020000000000000.0,2019년 11월 5일 11시,화요일,서울특별시 강남구 대치동,삼성로71길,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,52세,경상,승용,여,75세,상해없음
43,2020000000000000.0,2019년 5월 13일 18시,월요일,서울특별시 강남구 대치동,선릉로86길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,75세,상해없음
44,2020000000000000.0,2019년 2월 22일 10시,금요일,서울특별시 강남구 신사동,논현로,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,32세,상해없음,승용,남,75세,중상
45,2020000000000000.0,2019년 3월 5일 05시,화요일,서울특별시 강남구 논현동,강남대로,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,기타불명,남,75세,중상
46,2020000000000000.0,2019년 9월 11일 10시,수요일,서울특별시 강남구 압구정동,논현로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,75세,경상,승용,남,75세,상해없음
47,2020000000000000.0,2019년 4월 1일 20시,월요일,서울특별시 강남구 수서동,밤고개로1길,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,36세,상해없음,보행자,남,75세,경상
48,2020000000000000.0,2019년 3월 20일 16시,수요일,서울특별시 강남구 수서동,광평로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승합,남,43세,상해없음,승용,남,75세,경상
49,2020000000000000.0,2019년 6월 4일 19시,화요일,서울특별시 강남구 도곡동,선릉로,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,남,75세,상해없음
50,2020000000000000.0,2019년 2월 16일 08시,토요일,서울특별시 강남구 청담동,도산대로,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,36세,상해없음,승용,남,74세,경상
51,2020000000000000.0,2019년 6월 26일 08시,수요일,서울특별시 강남구 삼성동,영동대로,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,남,74세,경상
52,2020000000000000.0,2019년 10월 4일 15시,금요일,서울특별시 강남구 대치동,양재천로,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승합,남,74세,중상
53,2020000000000000.0,2019년 6월 10일 09시,월요일,서울특별시 강남구 대치동,삼성로,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,50세,상해없음,승용,남,74세,경상
54,2020000000000000.0,2019년 7월 28일 03시,일요일,서울특별시 강남구 신사동,언주로,중상사고,0,1,4,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,74세,경상
55,2020000000000000.0,2019년 9월 21일 11시,토요일,서울특별시 강남구 압구정동,언주로,경상사고,0,0,3,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,여,42세,경상,승용,남,74세,경상
56,2020000000000000.0,2019년 12월 19일 14시,목요일,서울특별시 강남구 도곡동,남부순환로,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,73세,상해없음,승용,남,74세,상해없음
57,2020000000000000.0,2019년 2월 21일 17시,목요일,서울특별시 강남구 도곡동,논현로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,44세,경상,승용,남,74세,상해없음
58,2020000000000000.0,2019년 1월 5일 06시,토요일,서울특별시 강남구 도곡동,남부순환로,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,39세,상해없음,승용,남,74세,경상
59,2020000000000000.0,2019년 7월 23일 15시,화요일,서울특별시 강남구 역삼동,도곡로,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,보행자,여,73세,경상
60,2020000000000000.0,2019년 9월 18일 09시,수요일,서울특별시 강남구 역삼동,도곡로3길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,남,73세,경상
61,2020000000000000.0,2019년 5월 19일 12시,일요일,서울특별시 강남구 역삼동,선릉로,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 젖음/습기,비,단일로 - 기타,이륜,남,33세,상해없음,보행자,여,73세,경상
62,2020000000000000.0,2019년 2월 15일 15시,금요일,서울특별시 강남구 청담동,선릉로,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,73세,경상
63,2020000000000000.0,2019년 5월 15일 13시,수요일,서울특별시 강남구 삼성동,봉은사로,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,남,73세,경상
64,2020000000000000.0,2019년 2월 21일 19시,목요일,서울특별시 강남구 삼성동,봉은사로86길,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,남,39세,경상,승용,남,73세,경상
65,2020000000000000.0,2019년 5월 29일 07시,수요일,서울특별시 강남구 삼성동,봉은사로,경상사고,0,0,1,0,차대차 - 추돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,58세,상해없음,승용,남,73세,경상
66,2020000000000000.0,2019년 1월 21일 12시,월요일,서울특별시 강남구 대치동,삼성로,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,중상,승용,여,73세,상해없음
67,2020000000000000.0,2019년 5월 9일 13시,목요일,서울특별시 강남구 대치동,역삼로,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,기타 - 기타,승용,남,54세,상해없음,보행자,여,73세,경상
68,2020000000000000.0,2019년 5월 17일 15시,금요일,서울특별시 강남구 대치동,삼성로,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,73세,경상
69,2020000000000000.0,2019년 11월 17일 09시,일요일,서울특별시 강남구 신사동,언주로,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,기타 - 기타,이륜,남,46세,중상,승용,남,73세,상해없음
70,2020000000000000.0,2019년 12월 13일 15시,금요일,서울특별시 강남구 신사동,압구정로,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,66세,경상,승용,남,73세,상해없음
71,2020000000000000.0,2019년 3월 4일 14시,월요일,서울특별시 강남구 신사동,압구정로,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,73세,경상
72,2020000000000000.0,2019년 4월 23일 09시,화요일,서울특별시 강남구 논현동,도산대로,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,기타 - 기타,승용,여,38세,상해없음,승용,여,73세,상해없음
73,2020000000000000.0,2019년 3월 11일 08시,월요일,서울특별시 강남구 일원동,개포로124길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,73세,경상
74,2020000000000000.0,2019년 6월 8일 10시,토요일,서울특별시 강남구 도곡동,남부순환로,경상사고,0,0,2,0,차대차 - 기타,과속,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,73세,경상
75,2020000000000000.0,2019년 12월 14일 23시,토요일,서울특별시 강남구 역삼동,테헤란로,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,남,72세,상해없음
76,2020000000000000.0,2019년 7월 24일 15시,수요일,서울특별시 강남구 역삼동,논현로85길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,남,61세,상해없음,보행자,여,72세,경상
77,2020000000000000.0,2019년 4월 8일 20시,월요일,서울특별시 강남구 역삼동,도곡로,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,72세,경상
78,2020000000000000.0,2019년 2월 20일 14시,수요일,서울특별시 강남구 개포동,선릉로,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,72세,중상
79,2020000000000000.0,2019년 9월 29일 07시,일요일,서울특별시 강남구 청담동,도산대로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,72세,경상
80,2020000000000000.0,2019년 1월 28일 16시,월요일,서울특별시 강남구 청담동,삼성로,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,73세,상해없음,승용,남,72세,중상
81,2020000000000000.0,2019년 11월 22일 05시,금요일,서울특별시 강남구 청담동,학동로,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,승용,남,72세,경상
82,2020000000000000.0,2019년 2월 18일 20시,월요일,서울특별시 강남구 삼성동,테헤란로,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,남,72세,부상신고
83,2020000000000000.0,2019년 5월 2일 15시,목요일,서울특별시 강남구 삼성동,테헤란로,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,72세,중상
84,2020000000000000.0,2019년 10월 23일 17시,수요일,서울특별시 강남구 대치동,삼성로,경상사고,0,0,1,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,승용,여,72세,경상
85,2020000000000000.0,2019년 8월 4일 18시,일요일,서울특별시 강남구 대치동,남부순환로,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,72세,상해없음
86,2020000000000000.0,2019년 6월 1일 01시,토요일,서울특별시 강남구 신사동,압구정로,중상사고,0,1,1,1,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,부상신고,승용,남,72세,중상
87,2020000000000000.0,2019년 11월 15일 01시,금요일,서울특별시 강남구 논현동,논현로,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,39세,상해없음,승용,남,72세,경상
88,2020000000000000.0,2019년 8월 23일 06시,금요일,서울특별시 강남구 논현동,언주로,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,56세,상해없음,보행자,남,72세,경상
89,2020000000000000.0,2019년 11월 14일 09시,목요일,서울특별시 강남구 논현동,도산대로,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,경상,승용,남,72세,경상
90,2020000000000000.0,2019년 10월 18일 14시,금요일,서울특별시 강남구 압구정동,논현로189길,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,72세,경상
91,2020000000000000.0,2019년 8월 31일 01시,토요일,서울특별시 강남구 자곡동,자곡로,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,승용,남,72세,상해없음
92,2020000000000000.0,2019년 12월 2일 16시,월요일,서울특별시 강남구 일원동,양재대로33길,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,67세,상해없음,보행자,여,72세,부상신고
93,2020000000000000.0,2019년 4월 8일 15시,월요일,서울특별시 강남구 도곡동,남부순환로365길,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,46세,상해없음,자전거,남,72세,경상
94,2020000000000000.0,2019년 2월 11일 17시,월요일,서울특별시 강남구 도곡동,남부순환로363길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,26세,상해없음,보행자,여,72세,경상
95,2020000000000000.0,2019년 5월 3일 17시,금요일,서울특별시 강남구 역삼동,역삼로,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,25세,상해없음,보행자,여,71세,경상
96,2020000000000000.0,2019년 4월 15일 12시,월요일,서울특별시 강남구 역삼동,봉은사로2길,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,남,62세,상해없음,보행자,남,71세,경상
97,2020000000000000.0,2019년 9월 7일 21시,토요일,서울특별시 강남구 역삼동,역삼로,경상사고,0,0,3,1,차대차 - 기타,교차로운행방법위반,포장 - 젖음/습기,흐림,교차로 - 교차로안,승합,남,26세,부상신고,승용,남,71세,경상
98,2020000000000000.0,2019년 1월 15일 06시,화요일,서울특별시 강남구 역삼동,역삼로,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,기타,단일로 - 기타,승용,남,69세,상해없음,보행자,여,71세,중상
99,2020000000000000.0,2019년 1월 8일 20시,화요일,서울특별시 강남구 역삼동,봉은사로,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,71세,상해없음
100,2020000000000000.0,2019년 1월 29일 19시,화요일,서울특별시 강남구 개포동,선릉로,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,41세,상해없음,보행자,남,71세,중상
101,2020000000000000.0,2019년 10월 17일 17시,목요일,서울특별시 강남구 청담동,삼성로133길,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,71세,중상
102,2020000000000000.0,2019년 3월 7일 15시,목요일,서울특별시 강남구 삼성동,선릉로126길,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,보행자,여,71세,경상
103,2020000000000000.0,2019년 8월 19일 16시,월요일,서울특별시 강남구 대치동,삼성로,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승용,여,71세,경상
104,2020000000000000.0,2019년 7월 19일 12시,금요일,서울특별시 강남구 대치동,선릉로,부상신고사고,0,0,0,1,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,39세,부상신고,승용,남,71세,상해없음
105,2020000000000000.0,2019년 7월 14일 04시,일요일,서울특별시 강남구 대치동,삼성로75길,경상사고,0,0,3,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,71세,경상
106,2020000000000000.0,2019년 8월 22일 09시,목요일,서울특별시 강남구 신사동,논현로,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,44세,상해없음,이륜,남,71세,경상
107,2020000000000000.0,2019년 6월 22일 05시,토요일,서울특별시 강남구 논현동,학동로,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,경상,승용,여,71세,상해없음
108,2020000000000000.0,2019년 5월 11일 16시,토요일,서울특별시 강남구 논현동,봉은사로,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,71세,중상
